path	dropped_lines	base_blob	source_blob	upstream_blob	candidate_blob	line_hunk_disposition
docs/tools/subagents.md	3	c6a7b9c336a3bf3eb5d4dd79a8b24939a96b2439	f4bb2a8945e6b3ed4851aaa8133e4d22cd53c3d8	c6a7b9c336a3bf3eb5d4dd79a8b24939a96b2439	f4bb2a8945e6b3ed4851aaa8133e4d22cd53c3d8	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/clawrouter/stream.ts	1	cda5b4e675af2c829aff4a9470876cb1a11bd677	09dead6e7062b3555f1448371ae405b89bfe7c24	cda5b4e675af2c829aff4a9470876cb1a11bd677	09dead6e7062b3555f1448371ae405b89bfe7c24	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/clickclack/src/accounts.test.ts	2	352886dd157dff1527a800177327c4e3480864b3	bde14e525dcfd4e39635ceae3351960494355338	352886dd157dff1527a800177327c4e3480864b3	bde14e525dcfd4e39635ceae3351960494355338	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/auth-bridge.test.ts	5	b7d54ff8295d4ffe5fac0083162b2b84caaa707f	35bc160d715a78d8562c68d16b53db218d4aa8cd	b7d54ff8295d4ffe5fac0083162b2b84caaa707f	35bc160d715a78d8562c68d16b53db218d4aa8cd	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/computer-use.test.ts	2	bf0d77ba1dccadef1f3b589bbbf63f297588733d	ab69f6fbb47b0870f23dba94c064e17bc6bc36ef	bf0d77ba1dccadef1f3b589bbbf63f297588733d	ab69f6fbb47b0870f23dba94c064e17bc6bc36ef	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/computer-use.ts	1	b16a3582aa9b55df39cb0cbf2228d05655cb696c	ee42d5006ed44862539d0c74a00d84774a2e20b0	b16a3582aa9b55df39cb0cbf2228d05655cb696c	ee42d5006ed44862539d0c74a00d84774a2e20b0	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/dynamic-tool-build.test.ts	2	af44a2a2634009789e3b871290182a967958fdce	1eb4f35e556739813c9ce15604f53559d36ce068	af44a2a2634009789e3b871290182a967958fdce	1eb4f35e556739813c9ce15604f53559d36ce068	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/dynamic-tool-build.ts	1	4511df38f4da674e5e98b32680c82e6ae0ec863e	7929ff41ea560d6179a4e1f67d4b31901a484dbb	4511df38f4da674e5e98b32680c82e6ae0ec863e	7929ff41ea560d6179a4e1f67d4b31901a484dbb	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/dynamic-tool-execution.ts	1	4d46dc8ee412a971c6dd01fbca27d77e368e998e	bb3236741e0dba2d373cfb479bb3059f96dd11b6	4d46dc8ee412a971c6dd01fbca27d77e368e998e	bb3236741e0dba2d373cfb479bb3059f96dd11b6	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/dynamic-tools.test.ts	5	1e319e38079460b8b51705b41f89f96b93dfdd73	c3ae4cdadd64a4b11528b51781edd027dd3c02a4	1e319e38079460b8b51705b41f89f96b93dfdd73	c3ae4cdadd64a4b11528b51781edd027dd3c02a4	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/dynamic-tools.ts	6	2f257aebf142311ba3a58a5ddfd4c04cb648dc76	187b1b167ff5bf6b14228c6405c3b0d4f25350e2	2f257aebf142311ba3a58a5ddfd4c04cb648dc76	187b1b167ff5bf6b14228c6405c3b0d4f25350e2	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/native-subagent-task-mirror.test.ts	4	9dd0d0772bf9e17c5e929eb8ffc79b2675f0cb82	ecc1f9467035ef055d7f00bc43d74ce501a71733	9dd0d0772bf9e17c5e929eb8ffc79b2675f0cb82	ecc1f9467035ef055d7f00bc43d74ce501a71733	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/run-attempt.dynamic-tools.test.ts	2	dfc6ec44747508c65b6c5daafb6986649940cdfa	dcb72cc524b54a568550bc686f9107598cb107ae	dfc6ec44747508c65b6c5daafb6986649940cdfa	dcb72cc524b54a568550bc686f9107598cb107ae	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/runtime-artifact.test.ts	1	e791d78155cc61519adba6c41e4d4abcc9bb3f24	61a77fa541afcf62a14a6d63ca372607d9ba0495	e791d78155cc61519adba6c41e4d4abcc9bb3f24	61a77fa541afcf62a14a6d63ca372607d9ba0495	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/codex/src/app-server/side-question.test.ts	1	f2da4c8146ee7d1093ae66c5d8c6644b6f95cd02	fe92a49cd88c23310d9e5e4ee16cdf1436039784	f2da4c8146ee7d1093ae66c5d8c6644b6f95cd02	fe92a49cd88c23310d9e5e4ee16cdf1436039784	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/copilot/src/native-subagent-task-mirror.test.ts	5	8fa7337c46ba2aaf82ded1b57ef9edc82db4cf9c	add0e1bf8323dae88610b659de78d4a41be1feb1	8fa7337c46ba2aaf82ded1b57ef9edc82db4cf9c	add0e1bf8323dae88610b659de78d4a41be1feb1	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/copilot/src/tool-bridge.test.ts	3	038552bc9cc95376073cc185a147ad8c10b683cd	84c79a0479d5ad612e149f20a50f8e51781f2dbc	038552bc9cc95376073cc185a147ad8c10b683cd	84c79a0479d5ad612e149f20a50f8e51781f2dbc	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/diagnostics-otel/src/service-traces.ts	2	9e941d14ae555d66750e18da2ee128a8b1e97f23	62f3ab6ecb5cc90e7d61987951064205c87f29c2	9e941d14ae555d66750e18da2ee128a8b1e97f23	62f3ab6ecb5cc90e7d61987951064205c87f29c2	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/diagnostics-otel/src/service.test.ts	2	ed6b3555903c689d1011b4278a7be038237c35a7	a6921a35de90422b7a01ae12113353c24127b4a5	ed6b3555903c689d1011b4278a7be038237c35a7	a6921a35de90422b7a01ae12113353c24127b4a5	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/diagnostics-otel/src/service.ts	6	74ed2530dade44cc328570d71b88d87adcf9dc4c	7fcb94331fcd3cd110519f0eb81cdef0dd839f7c	74ed2530dade44cc328570d71b88d87adcf9dc4c	7fcb94331fcd3cd110519f0eb81cdef0dd839f7c	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/discord/src/internal/rest.ts	1	040ee43c43101f5b822c4ea3a6f56bf6017543a8	a16c7856ddc3be054016f182b46edb1ebce1698c	040ee43c43101f5b822c4ea3a6f56bf6017543a8	a16c7856ddc3be054016f182b46edb1ebce1698c	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
extensions/feishu/src/delivery-trace.test.ts	4	c1499a005adc10b1887f1dc37b936a35292f184b	37b7521bda69372aeb03009b22b19d04bbf01a5e	c1499a005adc10b1887f1dc37b936a35292f184b	37b7521bda69372aeb03009b22b19d04bbf01a5e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.
